id,price
15035,503650.96506311744
15036,484917.46328739036
15037,1377280.1542744655
15038,295589.2678343204
15039,341268.0199709807
15040,308544.6846410362
15041,420561.9118698806
15042,687144.5576421919
15043,276262.14793986105
15044,380326.58485371806
15045,672845.2574557413
15046,221794.28416334736
15047,514364.72716013866
15048,535645.8085633871
15049,884267.2739691187
15050,206879.8810594902
15051,419462.0733037716
15052,494817.1007797916
15053,1091814.5837869577
15054,421363.38387669914
15055,487916.56121781375
15056,532220.00144035
15057,1058377.2448874747
15058,355049.53112559766
15059,438121.36668994575
15060,456124.25093027955
15061,331907.29446666624
15062,616141.1309185955
15063,280373.19706204906
15064,580167.8076336774
15065,844876.9871160334
15066,350822.5882092777
15067,610786.8389418244
15068,1164386.029291264
15069,398010.6224684015
15070,545450.422203446
15071,554936.0805540506
15072,536336.8772055729
15073,389996.69387584727
15074,352780.3787729825
15075,745741.7100837664
15076,1331102.6291923544
15077,425853.81378266553
15078,208186.2454854324
15079,872436.7994677939
15080,491018.8101601546
15081,521730.40826038294
15082,642087.2738856529
15083,301737.15993986157
15084,566757.9164874268
15085,1011342.4136318485
15086,517081.2859332778
15087,295011.022646085
15088,483653.99760077556
15089,217525.35298140737
15090,379275.85147636686
15091,280486.2304010672
15092,253258.9636679176
15093,456151.5430341539
15094,276981.20327597426
15095,244570.32119152782
15096,580505.217243505
15097,750652.4023127869
15098,464644.44696669665
15099,227619.6117350406
15100,421114.90939131833
15101,172073.00081256178
15102,486821.8598081395
15103,740169.0819186774
15104,492075.8410578483
15105,299848.32451946614
15106,531610.7455257131
15107,500395.74125904834
15108,376681.25675249286
15109,326210.64438789315
15110,251823.00652022043
15111,542398.7694399412
15112,389953.19360649126
15113,392228.9305030177
15114,222023.03561590717
15115,407727.375675575
15116,482729.41716778587
15117,300769.7790112167
15118,466719.87096320675
15119,676022.4670861318
15120,449618.0900570144
15121,234064.1426440606
15122,288941.46278357075
15123,697016.4929958445
15124,482146.58979377866
15125,560204.9513833197
15126,418526.8388247732
15127,908519.4042896797
15128,483520.7095636923
15129,236062.5090980081
15130,226100.62558672403
15131,234972.6444633238
15132,672414.507478684
15133,1091205.6815440862
15134,617033.8745351292
15135,635785.3769706264
15136,273167.8844800916
15137,740752.1370135511
15138,312662.680024098
15139,436190.66914292437
15140,666501.2319345851
15141,386622.7999310114
15142,419104.297860404
15143,522860.8261650935
15144,590866.989994501
15145,475522.2958383522
15146,541493.9954624374
15147,316006.5141011891
15148,250517.23913316324
15149,481401.76308293047
15150,420905.85296431626
15151,504217.01351537637
15152,317755.8271109775
15153,358567.0851347435
15154,852635.5694778346
15155,189548.38190523334
15156,400637.4145287058
15157,342070.7556783558
15158,360547.6059525355
15159,301751.61261397414
15160,506938.705250385
15161,1069496.3976690203
15162,474314.3099711038
15163,401660.10527664307
15164,489532.5471378418
15165,646389.6556854446
15166,1101368.9483794826
15167,567576.3187211597
15168,775863.5954083994
15169,737537.3419139972
15170,190949.00130699784
15171,505588.730532381
15172,229697.85782434052
15173,636184.7146714819
15174,164363.881262562
15175,224137.6288098569
15176,567026.4912850447
15177,318490.1929771801
15178,423912.91159966565
15179,894237.8859861202
15180,705457.3235372026
15181,337027.2444537899
15182,753058.2802532662
15183,288254.94594922365
15184,435694.4487689737
15185,393048.6237088187
15186,1079144.4840206471
15187,415830.85734463856
15188,478581.13931394473
15189,367591.4577372682
15190,654116.3154469831
15191,249564.91898135937
15192,477759.65646116214
15193,514522.2836943732
15194,243057.0122182923
15195,299418.7679258371
15196,560291.3003733733
15197,555834.8501848751
15198,466982.1358928764
15199,368007.886246937
15200,267703.092003025
15201,658442.4235210242
15202,447797.84221891063
15203,182743.4947138772
15204,206384.50560727346
15205,328341.95125581906
15206,1765662.2864317861
15207,460548.06437683874
15208,334394.7818062288
15209,302383.20400846563
15210,334854.3064864505
15211,317690.0005478043
15212,694773.0421591487
15213,470558.77060567227
15214,332764.021056284
15215,467883.9309683682
15216,245838.1734242732
15217,224860.19858867774
15218,465340.3278982697
15219,362431.452958499
15220,360861.5678018863
15221,701092.0374498052
15222,267175.92661219207
15223,461671.0070882711
15224,557958.0610777951
15225,438166.9793902297
15226,207696.5468765847
15227,534042.4590818014
15228,449946.480653795
15229,623656.3222075179
15230,344353.0922245454
15231,231517.20396897726
15232,461466.4233628011
15233,508684.25664460304
15234,1408834.9406148465
15235,413121.8908585666
15236,387113.4996275741
15237,304329.1796552732
15238,562297.6008983538
15239,589192.0461292076
15240,418874.50212072063
15241,350435.848761079
15242,492552.92422853084
15243,314170.38279178325
15244,657297.2965936391
15245,469863.1432604004
15246,587934.9669789558
15247,325558.04639739695
15248,593335.4443284926
15249,346097.9624550233
15250,1769704.2389970832
15251,376853.7230576431
15252,694458.9090940143
15253,412367.8429257
15254,440047.3035670441
15255,327839.2348209141
15256,311191.08287963155
15257,366002.1016457818
15258,561569.9971223741
15259,210272.3878640359
15260,481790.7704624841
15261,277931.1566107663
15262,449442.0974414939
15263,346395.06883430085
15264,482779.778840034
15265,822163.0631294686
15266,404774.17153336987
15267,438394.864128711
15268,453950.1009585943
15269,496661.40065357287
15270,862563.1167088193
15271,981062.014153471
15272,302744.6933107146
15273,262674.30777058477
15274,584490.9695949319
15275,371248.94414329046
15276,540695.0431096846
15277,300806.70045093924
15278,1215410.4110626332
15279,261525.24182809063
15280,608813.6381647047
15281,1036562.6136769952
15282,444984.594295595
15283,245568.57184933207
15284,1109703.9294206395
15285,931487.7628152343
15286,463673.83600705245
15287,638197.5343776902
15288,778219.126055436
15289,660546.1584782372
15290,404092.3621837145
15291,464347.4645213175
15292,501641.3910909394
15293,506351.1653049118
15294,783855.0936512741
15295,381890.84283003793
15296,212826.51260875165
15297,209316.18328334394
15298,808820.2715162226
15299,402986.8718530233
15300,279450.8619201373
15301,450343.49024682824
15302,182577.7168015705
15303,446668.1800301507
15304,821259.5639483423
15305,240677.66637630714
15306,509313.1699088563
15307,623286.8580996469
15308,540066.6373322548
15309,300938.10203532386
15310,400095.5012414885
15311,599611.8551757857
15312,488775.16279835324
15313,1780965.7790574506
15314,240562.71360572823
15315,1310578.2062458545
15316,371457.93262861815
15317,519715.04392823554
15318,523101.4845277553
15319,1363339.8972981698
15320,582690.6498709565
15321,223416.39454834696
15322,727369.2487249279
15323,302966.6357251926
15324,404970.07242880156
15325,356518.8498349957
15326,674654.2747433272
15327,293340.2516608558
15328,708272.7242915236
15329,477811.2160664863
15330,810183.4667838054
15331,431671.84142958734
15332,503969.49222640437
15333,452287.4177278179
15334,292112.8882296488
15335,537452.0590252568
15336,368478.88144453993
15337,202589.19552403304
15338,603749.5832068208
15339,336410.4435533468
15340,337071.973505895
15341,324816.72570653027
15342,220144.3013039608
15343,277476.98328088754
15344,752793.3198281333
15345,230180.6584247956
15346,431253.7188950416
15347,434564.0862351237
15348,1294225.1418422856
15349,281213.1488749294
15350,378652.1663634163
15351,404884.0417476318
15352,1427749.227476117
15353,315634.30299256643
15354,294094.31719678466
15355,604679.6506611072
15356,707316.9551593645
15357,736236.7295094533
15358,897232.8970026001
15359,386344.801700151
15360,563324.009695116
15361,257138.57060812996
15362,499401.0303840532
15363,489695.4929055259
15364,505106.79324722965
15365,424247.7707655922
15366,575403.9009599306
15367,456758.7594279193
15368,477392.20038932917
15369,452516.21829075407
15370,431128.51130918437
15371,331339.1623366263
15372,224113.20082921145
15373,345908.92622902704
15374,364488.32171671273
15375,876982.9168924375
15376,438257.4792655486
15377,469708.95172267384
15378,586658.92959547
15379,324269.85764098004
15380,452399.44459040463
15381,776054.1150455411
15382,609487.1552107576
15383,669381.5206992966
15384,321391.66397201974
15385,1712384.3685721662
15386,443749.17688237387
15387,592969.940580995
15388,421581.6034288254
15389,375585.01951975026
15390,387236.04161657323
15391,283080.5986746848
15392,269571.39183811
15393,356564.2032016333
15394,433948.3321690974
15395,241040.7010180898
15396,246719.0459677684
15397,590451.7838750265
15398,227645.72785390483
15399,545417.1256688174
15400,753280.9504808668
15401,441768.6914837577
15402,837938.6313538135
15403,266178.87544885324
15404,654329.7810618223
15405,385908.04409061593
15406,896660.3643814211
15407,349192.2745746075
15408,486613.8311782186
15409,663734.7254055294
15410,324651.92537229427
15411,523852.1954409425
15412,297278.9679700752
15413,283483.6424003048
15414,337277.9482330584
15415,545454.8908592717
15416,1323296.13461207
15417,460317.7960343445
15418,425573.5982005211
15419,464334.3222404697
15420,554211.6303343759
15421,622449.393311977
15422,795044.6513162651
15423,394863.4594412205
15424,448180.6296046431
15425,1583627.1858142535
15426,341740.64052460674
15427,698345.4877911254
15428,638596.0327654462
15429,746494.4825871395
15430,433953.68549384014
15431,346773.65930704825
15432,224776.3200247957
15433,478554.34932194534
15434,352719.80662857706
15435,744069.3024854014
15436,459706.09026636684
15437,1198561.4312328813
15438,580501.2020755487
15439,577979.5416140729
15440,668825.9292339599
15441,689835.1607126596
15442,475891.2154364478
15443,372864.1653437204
15444,456898.1246658327
15445,463799.2740971096
15446,444939.7344563941
15447,369917.310156788
15448,257922.29254839255
15449,215118.13340096624
15450,297769.202876291
15451,549351.9759291315
15452,307000.35914227006
15453,556777.2875462478
15454,854017.3241603427
15455,1497925.4765436805
15456,456909.3769707891
15457,483336.1928482519
15458,327040.10834881954
15459,911246.8190474163
15460,576496.2013085315
15461,420351.33155765664
15462,533255.3369208571
15463,179580.70893404097
15464,273235.06071398186
15465,714938.5089167731
15466,186532.8780117565
15467,444743.1083867742
15468,353418.7499697446
15469,237748.10573021558
15470,510497.351500054
15471,614770.2953913168
15472,340885.84970106464
15473,556122.0281344212
15474,694639.0728092482
15475,753329.1284260817
15476,598833.4813522047
15477,580092.102485416
15478,367028.30960740213
15479,270674.67061303573
15480,362636.587356904
15481,236576.50701076887
15482,1229671.0299168648
15483,287866.77032599505
15484,606745.799363401
15485,236168.85833176062
15486,459997.2360957633
15487,473777.4825335442
15488,249664.44224184583
15489,311450.96992078866
15490,339850.4189086921
15491,281150.81858775
15492,247151.12238069426
15493,336807.07857724756
15494,249642.3692271796
15495,327758.43588648015
15496,590478.9365577911
15497,830918.4942006003
15498,545151.8222355323
15499,733434.5459372263
15500,222048.42953695997
15501,581546.1694277799
15502,338192.72099688055
15503,1010706.692886759
15504,569275.8270874082
15505,213487.0211342387
15506,472552.77198879217
15507,530114.3446157919
15508,548603.5845856217
15509,216932.48548806435
15510,454775.0549940148
15511,1414024.2262964114
15512,200506.41992571577
15513,262504.20773105224
15514,491512.8389959044
15515,1114816.9259104072
15516,365161.8145459363
15517,382829.03833679797
15518,453251.72992895404
15519,365600.56368505454
15520,450395.73760099045
15521,463510.38148525264
15522,571892.472444976
15523,707770.269830459
15524,402169.22114766116
15525,592093.2068090687
15526,285296.6714205887
15527,2008372.269621647
15528,304810.14310730284
15529,337587.9268330841
15530,291037.5810097852
15531,748465.9587721464
15532,358510.5068868872
15533,689730.8670980061
15534,744681.8476620768
15535,565101.1877093337
15536,419832.5934974686
15537,1083342.3730808
15538,400583.751878783
15539,640552.5055000586
15540,591268.6261775403
15541,511108.38725627714
15542,247050.99186667736
15543,251220.79531037615
15544,1206135.7523766411
15545,1908573.655073052
15546,291842.69188202766
15547,352388.73071305116
15548,375672.4942566436
15549,664945.0596890197
15550,599894.8027380379
15551,722531.4788065769
15552,483641.59578401607
15553,311377.7740941319
15554,669151.7996294902
15555,334044.1956385089
15556,400884.1737690896
15557,640990.5335725769
15558,851678.6763656085
15559,366981.2659807198
15560,493421.22616032686
15561,953709.9210822541
15562,283064.9692041472
15563,357987.2457843317
15564,276403.627179522
15565,220015.84732701833
15566,995499.6941008718
15567,252555.81625666574
15568,226243.63047031016
15569,390418.1059775186
15570,663989.8500150829
15571,289852.4044912639
15572,621028.5259521086
15573,261861.14069088956
15574,379069.19240566157
15575,228016.21249894227
15576,467586.7247341755
15577,413790.1010040046
15578,759891.9386082811
15579,307371.1746772657
15580,645018.5999494605
15581,414942.85077180737
15582,1516564.5927770222
15583,396711.9171261423
15584,786831.0948467966
15585,228559.92111377313
15586,817754.7761185159
15587,337084.4061130022
15588,232849.196530511
15589,455075.7134927168
15590,976968.0518747703
15591,339403.94809348555
15592,1296206.0767307584
15593,237234.9360836428
15594,271726.28368149186
15595,369806.21471245243
15596,191139.15285037988
